,Date,News
1185,2014-06-27,Sri Lanka shares close up 0.6-pct
1186,2014-06-26,Sri Lanka shares close up 0.1-pct
1187,2014-06-25,Sri Lanka shares close up 0.2-pct
1188,2014-06-24,Sri Lanka shares close up 0.2-pct
1189,2014-06-23,Sri Lanka shares close lower
1190,2014-06-20,Sri Lanka shares close down 0.2-pct
1191,2014-06-19,Sri Lanka stocks close down 0.1-pct
1192,2014-06-18,Sri Lanka stocks close down 0.4-pct
1193,2014-06-17,Sri Lanka shares close flat
1194,2014-06-16,Sri Lanka shares close up 0.1-pct
1195,2014-06-13,Sri Lanka shares close up 0.7-pct
1196,2014-06-11,Sri Lanka shares close flat
1197,2014-06-10,Sri Lanka shares close up 0.1-pct
1198,2014-06-09,Sri Lanka stocks close up 0.1-pct
1199,2014-06-06,Sri Lanka stocks close lower
1200,2014-06-05,Sri Lanka stocks close down 0.1-pct
1201,2014-06-04,Sri Lanka stocks close flat
1202,2014-06-03,Sri Lanka stocks close down 0.1-pct
1203,2014-06-02,Sri Lanka stocks close up 0.5-pct
1204,2014-05-30,Sri Lanka stocks close down 0.6-pct
1205,2014-05-29,Sri Lanka stocks close up 0.5-pct
1206,2014-05-28,Sri Lanka stocks close higher
1207,2014-05-27,Sri Lanka stocks close down 0.4-pct
1208,2014-05-26,Sri Lanka stocks close up 0.2-pct
1209,2014-05-23,Sri Lanka stocks close lower
1210,2014-05-22,Sri Lanka stocks close higher
1211,2014-05-20,Sri Lanka shares close higher
1212,2014-05-19,Sri Lanka stocks close higher
1213,2014-05-16,Sri Lanka shares close up 0.5-pct
1214,2014-05-13,Sri Lanka shares close down 0.3-pct
1215,2014-05-12,Sri Lanka stocks close up 0.3-pct
1216,2014-05-09,Sri Lanka stocks close higher
1217,2014-05-08,Sri Lanka shares close up 0.4-pct
1218,2014-05-07,Sri Lanka shares close up 0.4-pct
1219,2014-05-06,Sri Lanka shares end down 0.4-pct
1220,2014-05-05,Sri Lanka stocks close higher
1221,2014-05-02,Sri Lanka stocks close up 0.4-pct
1222,2014-04-30,Sri Lanka shares close up 0.6-pct
1223,2014-04-29,Sri Lanka stocks close up 0.2-pct
1224,2014-04-28,Sri Lanka stocks end higher
1225,2014-04-25,Sri Lanka stocks end down 0.2-pct
1226,2014-04-24,Sri Lanka shares close up 0.1-pct
1227,2014-04-23,Sri Lanka shares end down 0.3-pct
1228,2014-04-22,Sri Lanka stocks close higher
1229,2014-04-21,Sri Lanka stocks close up 0.1-pct
1230,2014-04-11,Sri Lanka stocks close up 0.3-pct
1231,2014-04-10,Sri Lanka stocks close lower
1232,2014-04-09,Sri Lanka shares close up 0.2-pct
1233,2014-04-08,Sri Lanka shares close up 0.4-pct
1234,2014-04-07,Sri Lanka shares end down 0.1-pct
1235,2014-04-04,Sri Lanka shares close up 0.6-pct
1236,2014-04-03,Sri Lanka shares end up 0.2-pct
1237,2014-04-02,Sri Lanka stocks close flat
1238,2014-04-01,Sri Lanka stocks close up 0.5-pct
1239,2014-03-31,Sri Lanka stocks close flat
1240,2014-03-28,Sri Lanka stocks close down 0.3-pct
1241,2014-03-27,Sri Lanka stocks close up 0.7-pct
1242,2014-03-26,Sri Lanka stocks close flat
1243,2014-03-25,Sri Lanka stocks close up 0.5-pct
1244,2014-03-24,Sri Lanka stocks close down 0.2-pct
1245,2014-03-21,Sri Lanka stocks close up 0.4-pct
1246,2014-03-20,Sri Lanka shares close flat
1247,2014-03-19,Sri Lanka shares end slightly higher
1248,2014-03-18,Sri Lanka shares end weaker
1249,2014-03-17,"Sri Lanka stocks up 0.3-pct,turnover four year low"
1250,2014-03-14,Sri Lanka stocks end down 0.3-pct
1251,2014-03-13,"Sri Lanka stocks close down 0.3-pct, rupee weaker"
1252,2014-03-12,Sri Lanka stocks end down 0.2-pct
1253,2014-03-11,"Sri Lanka stocks down 0.2-pct, rupee stronger"
1254,2014-03-10,Sri Lanka stocks close weaker
1255,2014-03-07,Sri Lanka stocks close flat
1256,2014-03-06,Sri Lanka stocks close up 0.4-pct
1257,2014-03-05,Sri Lanka stocks close flat; rupee pegged
1258,2014-03-04,Sri Lanka stocks close up 0.4-pct
1259,2014-03-03,"Sri Lanka stocks down 0.4-pct, rupee steady"
1260,2014-02-28,"Sri Lanka stocks surge 1.2-pct, rupee stronger"
1261,2014-02-26,Sri Lanka stocks close up 0.6-pct
1262,2014-02-25,"Sri Lanka stocks end down 0.8-pct, rupee weaker"
1263,2014-02-25,Sri Lanka stocks end down 0.8-pct
1264,2014-02-24,Sri Lanka stocks plunge 0.9-pct
1265,2014-02-21,Sri Lanka stocks fall 0.3-pct
1266,2014-02-20,Sri Lanka stocks close down 0.5-pct
1267,2014-02-19,Sri Lanka shares close down 0.5-pct
1268,2014-02-18,Sri Lanka stocks close down 0.5-pct
1269,2014-02-17,Sri Lanka stocks close down 0.4-pct
1270,2014-02-13,Sri Lanka stocks close lower
1271,2014-02-12,Sri Lanka stocks close 0.4-pct down
1272,2014-02-11,Sri Lanka stocks close higher
1273,2014-02-10,Sri Lanka stocks close down 0.5-pct
1274,2014-02-07,Sri Lanka shares close down 0.4-pct
1275,2014-02-06,Sri Lanka shares end lower
1276,2014-02-05,Sri Lanka stocks close down 0.7-pct
1277,2014-02-03,Sri Lanka stocks close 0.4-pct lower
1278,2014-01-31,Sri Lanka stocks close up 0.3-pct
1279,2014-01-30,Sri Lanka stocks close down 0.4-pct
1280,2014-01-29,Sri Lanka stocks close up 0.5-pct
1281,2014-01-28,Sri Lanka stocks close 0.4-pct lower
1282,2014-01-27,Sri Lanka stocks close lower
1283,2014-01-24,Sri Lanka stocks close up 0.4-pct
1284,2014-01-22,Sri Lanka stocks close up 0.9-pct
1285,2014-01-21,Sri Lanka stocks close flat
1286,2014-01-20,Sri Lanka stocks close up 0.4-pct
1287,2014-01-17,Sri Lanka stocks down 0.5-pct
1288,2014-01-16,Sri Lanka stocks up 0.8-pct
1289,2014-01-13,Sri Lanka stocks up 0.5-pct – corrected
1290,2014-01-10,Sri Lanka stocks end higher
1291,2014-01-09,Sri Lanka stocks close up 0.2-pct
1292,2014-01-08,Sri Lanka stocks surge 1.2-pct
1293,2014-01-07,Sri Lanka stocks close up 0.5-pct
1294,2014-01-06,Sri Lanka stocks end 0.4-pct lower
1295,2014-01-02,Sri Lanka stocks close up 0.9-pct
1296,2013-12-31,Sri Lanka stocks close 4.7-pct in 2013
1297,2013-12-30,Sri Lanka stocks end 0.3-pct higher
1298,2013-12-27,Sri Lanka stocks close up 0.4-pct
1299,2013-12-26,Sri Lanka stocks end higher
1300,2013-12-24,Sri Lanka stocks close flat
1301,2013-12-23,Sri Lanka stocks end weaker
1302,2013-12-20,Sri Lanka stocks close weaker
1303,2013-12-19,Sri Lanka stocks close 0.9-pct higher
1304,2013-12-18,Sri Lanka stocks close flat
1305,2013-12-17,Sri Lanka stocks close 0.2-pct higher
1306,2013-12-13,Sri Lanka stocks close higher
1307,2013-12-12,Sri Lanka stocks end higher
1308,2013-12-11,Sri Lanka stocks close higher
1309,2013-12-11,Sri Lanka stocks end 0.7-pct lower
1310,2013-12-09,Sri Lanka stocks close higher
1311,2013-12-06,Sri Lanka stocks close up 0.5-pct
1312,2013-12-05,Sri Lanka stocks end lower
1313,2013-12-03,Sri Lanka stocks close lower
1314,2013-12-02,Sri Lanka stocks close lower
1315,2013-11-27,Sri Lanka stocks close lower
1316,2013-11-26,Sri Lanka stocks close lower
1317,2013-11-25,Sri Lanka stocks close lower
1318,2013-11-20,Sri Lanka stocks 0.2-pct lower
1319,2013-11-19,Sri Lanka stocks close down 0.2-pct
1320,2013-11-18,Sri Lanka stocks close up 0.2-pct
1321,2013-11-15,Sri Lanka stocks close down 0.3-pct
1322,2013-11-14,Sri Lanka stocks close up 0.2-pct
1323,2013-11-13,Sri Lanka stocks close flat
1324,2013-11-13,Sri Lanka stocks close down 0.8-pct
1325,2013-11-08,Sri Lanka stocks close down 0.3-pct
1326,2013-11-07,Sri Lanka stocks close down 0.6-pct
1327,2013-11-06,Sri Lanka stocks close lower
1328,2013-11-04,Sri Lanka stocks closed down 0.4-pct
1329,2013-11-01,Sri Lanka stocks close flat
1330,2013-10-31,Sri Lanka stocks close up 0.4-pct
1331,2013-10-29,"Sri Lanka stocks closed down 0.3-pct, rupee weaker"
1332,2013-10-28,"Sri Lanka stocks down 0.33-pct, rupee weaker"
1333,2013-10-24,"Sri Lanka stocks up 0.6-pct, rupee gains"
1334,2013-10-23,"Sri Lanka stocks down 0.4-pct, rupee up"
1335,2013-10-22,"Sri Lanka stocks down 0.36-pct, rupee steady"
1336,2013-10-21,"Sri Lanka stocks down 0.50-pct, rupee steady"
1337,2013-10-15,"Sri Lanka stocks close 0.16-pct higher, rupee weaker"
1338,2013-10-11,"Sri Lanka stocks take breather, rupee steady"
1339,2013-10-09,"Sri Lanka stocks up 0.21-pct, rupee steady"
1340,2013-10-08,"Sri Lanka stocks close 0.5-pct higher, rupee steady"
1341,2013-10-07,"Sri Lanka stock close 0.5-pct higher, rupee steady"
1342,2013-10-04,"Sri Lanka close up 0.4-pct, rupee extends gains"
1343,2013-10-03,"Sri Lanka stocks up, rupee steady"
1344,2013-10-02,"Sri Lanka stocks up 0.4-pct, rupee gains"
1345,2013-10-01,"Sri Lanka stocks down, rupee stronger"
1346,2013-09-30,"Sri Lanka stocks flat, rupee steady"
1347,2013-09-27,"Sri Lanka stocks close 0.3-pct higher, rupee steady"
1348,2013-09-26,"Sri Lanka stocks flat, rupee steady"
1349,2013-09-25,"Sri Lanka stocks close lower, rupee stronger"
1350,2013-09-24,"Sri Lanka stocks up, rupee edges lower"
1351,2013-09-23,"Sri Lanka stocks down, rupee stronger"
1352,2013-09-18,Sri Lanka stocks close down 0.08-pct
1353,2013-09-17,Sri Lanka stocks close down 0.4-pct
1354,2013-09-16,"Sri Lanka stocks close lower, rupee steady"
1355,2013-08-21,Sri Lanka stocks slide 1.7-pct on large caps
1356,2013-08-14,Sri Lanka stocks close up 1.07-pct
1357,2013-08-13,Sri Lanka stocks close up 0.2-pct
1358,2013-08-12,Sri Lanka stocks close down 0.3-pct
1359,2013-08-08,Sri Lanka stocks close flat
1360,2013-08-06,Sri Lanka stocks close up 0.1-pct
1361,2013-08-05,Sri Lanka stocks close down 0.7-pct
1362,2013-08-02,Sri Lanka stocks close flat
1363,2013-08-01,Sri Lanka stocks close up 2-pct
1364,2013-07-30,Sri Lanka stocks close flat
1365,2013-07-29,Sri Lanka stocks close flat
1366,2013-07-26,Sri Lanka stocks close up 0.2-pct
1367,2013-07-25,Sri Lanka stocks close down 0.7-pct
1368,2013-07-24,Sri Lanka stocks close flat
1369,2013-07-16,"Sri Lanka stocks down 0.1-pct, rupee weaker"
1370,2013-07-15,Sri Lanka stocks down 0.2-pct
1371,2013-07-12,"Sri Lanka stocks down 0.5-pct, rupee steady"
1372,2013-07-11,Sri Lanka stocks up 0.8-pct
1373,2013-07-10,"Sri Lanka stocks up 0.6-pct, rupee steady"
1374,2013-07-09,Sri Lanka stocks down 0.2-pct.
1375,2013-07-08,Sri Lanka stocks down 0.8-pct
1376,2013-07-05,Sri Lanka stocks down 0.4-pct
1377,2013-07-04,Sri Lanka stocks down 0.7-pct
1378,2013-07-03,Sri Lanka stocks down 0.4-pct
1379,2013-07-02,Sri Lanka stocks close up 0.1-pct
1380,2013-07-01,Sri Lanka stocks close up 0.2-pct
1381,2013-06-28,"Sri Lanka stocks close up 0.1-pct, trading hit by technical glitch"
1382,2013-06-26,Sri Lanka stocks close down 0.2-pct
1383,2013-06-25,Sri Lanka stocks close down 1-pct
1384,2013-06-24,Sri Lanka stocks close down 0.10-pct
1385,2013-06-21,Sri Lanka stocks close down 0.9-pct
1386,2013-06-20,Sri Lanka stocks close flat
1387,2013-06-18,Sri Lanka stocks close down 0.4-pct
1388,2013-06-17,Sri Lanka stocks close flat
1389,2013-06-14,Sri Lanka stocks up 0.2-pct
1390,2013-06-13,"Sri Lanka stocks down 1.2-pct, rupee weaker"
1391,2013-06-11,Sri Lanka stocks close down 0.5-pct
1392,2013-06-10,Sri Lanka stocks close up 0.5-pct
1393,2013-06-04,Sri Lanka stocks close flat
1394,2013-05-29,Sri Lanka stocks close up 0.3-pct
1395,2013-05-27,Sri Lanka stocks close down 0.6 pct
1396,2013-05-23,Sri Lanka stocks close up 0.4-pct
1397,2013-05-21,Sri Lanka stocks close down 0.3-pct
1398,2013-05-20,Sri Lanka stocks close up 1.3-pct
1399,2013-05-17,Sri Lanka stocks close up 1.5-pct
1400,2013-05-15,Sri Lanka stocks close up 0.2-pct
1401,2013-05-10,Sri Lanka stocks close up 0.18-pct
1402,2013-05-08,Sri Lanka stocks close up 0.14-pct
1403,2013-05-06,Sri Lanka stocks surge 1.8-pct
1404,2013-04-29,Sri Lanka stocks flat
1405,2013-04-23,Sri Lanka stocks close 0.2-pct higher
1406,2013-04-19,Sri Lanka stocks close lower amid uncertainty
1407,2013-04-16,Sri Lanka stocks up 0.2-pct
1408,2013-04-08,Sri Lanka stocks close up 0.2-pct
1409,2013-04-03,Sri Lanka stocks close up 0.4-pct
1410,2013-02-26,"Sri Lanka stocks slide 1.1-pct, rupee held"
1411,2013-01-29,"Sri Lanka stocks close down 0.9-pct, rupee stronger"
1412,2013-01-23,"Sri Lanka stocks close up 0.2-pct, rupee weaker"
1413,2013-01-16,Sri Lanka stocks close up 01-pct
1414,2013-01-15,"Sri Lanka stocks flat, rupee weaker"
1415,2013-01-11,"Sri Lanka stocks, bond yields up"
1416,2013-01-03,"Sri Lanka gilt yields plunge for second straight day, stocks up"
1417,2012-12-31,Sri Lanka stocks end 2012 down 7.1-pct
1418,2012-12-21,"Sri Lanka rupee stronger, stocks close down"
1419,2012-12-20,"Sri Lanka rupee strengthens, stocks close higher"
1420,2012-12-14,Sri Lanka stocks close down 0.2-pct
1421,2012-12-12,Sri Lanka stocks close up 1.8-pct
1422,2012-12-11,Sri Lanka stock close up 0.2-pct
1423,2012-12-06,Sri Lanka stock close up 0.6 pct
1424,2012-12-04,"Sri Lanka stocks barely changed, rupee extends gains"
1425,2012-12-03,"Sri Lanka stocks close 0.2-pct lower, rupee stronger"
1426,2012-11-26,"Sri Lanka stocks slip 0.4-pct, turnover dips"
1427,2012-11-21,Sri Lanka stocks extend losses
1428,2012-11-07,Sri Lanka stocks close 0.26 pct higher
1429,2012-11-06,Sri Lanka stocks close 0.31 pct higher
1430,2012-11-05,Sri Lanka stocks close 0.13 pct higher
1431,2012-11-02,Sri Lanka stocks close 0.69 pct higher
1432,2012-11-01,Sri Lanka stocks close -0.3 pct lower
1433,2012-10-31,Sri Lanka stocks close down 0.13 pct
1434,2012-10-30,Sri Lanka stocks close down 0.55 pct
1435,2012-10-26,Sri Lanka stocks close lower 0.46 pct
1436,2012-10-25,Sri Lanka stocks closed up 0.60 pct
1437,2012-10-24,Sri Lanka stocks close down 0.24 pct
1438,2012-10-22,Sri Lanka stocks closed down 1.69 pct
1439,2012-10-18,Sri Lanka stocks closed up 0.70 pct
1440,2012-10-17,Sri Lanka stocks closed down 0.39 pct
1441,2012-10-16,Sri Lanka stocks closed down 0.81 pct
1442,2012-10-15,Sri Lanka stocks closed down 1.47 pct
1443,2012-10-12,Sri Lanka stocks closed up 0.30 pct
1444,2012-10-11,Sri Lanka stocks close down 0.89 pct
1445,2012-10-10,Sri Lanka stocks close down 1.04 pct
1446,2012-10-09,Sri Lanka stocks close down 0.24 pct
1447,2012-10-05,Sri Lanka stocks close up 0.31 pct
1448,2012-10-04,Sri Lanka stocks closed down 0.50 pct
1449,2012-10-03,Sri Lanka stocks close 0.64-pct lower
1450,2012-10-02,Sri Lanka stocks closed down 0.60 pct
1451,2012-09-27,Sri Lanka stocks closed up 0.10 pct
1452,2012-09-25,Sri Lanka stocks closed up 0.18 pct
1453,2012-09-20,Sri Lanka stocks closed up 0.90 pct
1454,2012-09-19,Sri Lanka stocks close one percent lower
1455,2012-09-18,Sri Lanka stocks down 0.98 pct
1456,2012-09-14,Sri Lanka stocks up 7.8-pct in week
1457,2012-09-13,Sri Lanka stocks up 1.9-pct
1458,2012-09-12,Sri Lanka stocks close up 1.3-pct
1459,2012-09-11,Sri Lanka stock rally takes pause
1460,2012-09-10,Sri Lanka stocks up 11-pct over two weeks
1461,2012-09-06,Sri Lanka stocks close up 0.3-pct
1462,2012-09-04,Sri Lanka stocks close up 1.5-pct
1463,2012-08-29,Sri Lanka stocks close up 0.2-pct
1464,2012-08-28,Sri Lanka stocks up 0.29 pct
1465,2012-08-27,"Sri Lanka stocks up 1.2-pct, rupee weaker"
1466,2012-08-24,Sri Lanka stocks down 0.50 pct
1467,2012-08-23,Sri Lanka stocks close up 0.21 pct
1468,2012-08-20,Sri Lanka’s Cargills (Ceylon) net down 24-pct
1469,2012-08-14,Sri Lanka stocks close up 1.27 pct
1470,2012-08-13,Sri Lanka stocks down 0.16 pct
1471,2012-08-10,Sri Lanka stocks close flat
1472,2012-08-09,Sri Lanka stocks down 0.78 pct
1473,2012-08-08,Sri Lanka stocks down 0.17 pct
1474,2012-08-07,Sri Lanka stocks down 0.61 pct
1475,2012-08-06,Sri Lanka stocks down 0.06 pct
1476,2012-08-02,Sri Lanka stocks up 0.31 pct
1477,2012-07-31,Sri Lanka stocks up 0.19%; Odel dominates trading
1478,2012-07-27,Sri Lanka stocks up 1.17 pct
1479,2012-07-26,"Sri Lanka stocks close down 0.16 pct, rupee weaker"
1480,2012-07-24,"Sri Lanka stock stocks fall 0.1-pct, rupee steady"
1481,2012-07-23,Sri Lanka stocks down 0.13 pct
1482,2012-07-20,"Sri Lanka stocks flat, rupee stronger"
1483,2012-07-19,Sri Lanka stocks up 1.4 -pct: rupee firmer
1484,2012-07-18,Sri Lanka stocks down 0.6-pct
1485,2012-07-17,"Sri Lanka stocks down 0.5-pct, rupee weaker"
1486,2012-07-12,"Sri Lanka stocks steady, rupee weaker"
1487,2012-07-10,Sri Lankan stocks fall 0.39 percent
1488,2012-07-09,Sri Lankan stocks down 0.07 percent
1489,2012-07-06,Sri Lankan stocks up 0.08 percent
1490,2012-07-05,Sri Lankan stocks slip 0.44 percent
1491,2012-07-04,Sri Lankan stocks down 0.12%
1492,2012-07-02,"Sri Lankan stocks down 0.2-pct, turnover lowest in three years"
1493,2012-06-29,"Sri Lanka stocks close up 0.20 pct, rupee steady"
1494,2012-06-28,Sri Lanka stocks down 0.80 percent
1495,2012-06-27,Sri Lankan shares up 0.11 percent; large deals in John Keells
1496,2012-06-26,"Sri Lankan stocks flat; high turnover driven by Aitken Spence, Lion Brewery"
1497,2012-06-25,Sri Lanka stocks fall 0.96-pct
1498,2012-06-22,Sri Lankan stocks down 0.05 percent
1499,2012-06-21,Sri Lanka stocks close down 0.7-pct
1500,2012-06-20,Sri Lanka stocks up 0.3-pct
1501,2012-06-19,Sri Lanka stocks up 1.2-pct
1502,2012-06-18,Sri Lanka shares up 0.13 percent
1503,2012-06-14,Sri Lankan shares rise 1.61 percent
1504,2012-06-13,Sri Lankan stocks up 0.77 percent
1505,2012-06-12,Sri Lanka shares dip 0.08 percent
1506,2012-06-11,Sri Lanka shares up 0.26 percent
1507,2012-06-08,Sri Lanka stocks up 0.8-pct
1508,2012-06-07,Sri Lankan stocks up 0.42 percent
1509,2012-06-06,Sri Lankan stocks dip 0.22 percent
1510,2012-06-05,Sri Lankan stocks fall 2.8-pct
1511,2012-05-31,Sri Lankan stocks down 0.67%
1512,2012-05-30,Sri Lankan stocks up 1.07 percent
1513,2012-05-29,Sri Lankan stocks fall three-percent
1514,2012-05-28,Sri Lanka stocks down 1.5-pct
1515,2012-05-24,Sri Lanka stocks down 0.57 percent
1516,2012-05-18,Sri Lankan shares flat
1517,2012-05-17,"Sri Lanka stocks flat, turnover third lowest for the year"
1518,2012-05-16,Sri Lankan stocks up 1.71 percent
1519,2012-05-15,Sri Lankan shares up 0.19 percent
1520,2012-05-14,Sri Lankan stocks end losing streak
1521,2012-05-04,Sri Lankan shares weak
1522,2012-04-24,Sri Lanka shares end down 0.2-pct
1523,2012-04-23,Sri Lanka shares end down
1524,2012-04-20,Sri Lanka shares end down 0.6-pct
1525,2012-04-19,Sri Lanka shares end up 2-pct
1526,2012-04-18,Sri Lanka shares end down
1527,2012-04-17,Sri Lanka shares end down 0.4-pct
1528,2012-04-16,Sri Lanka shares end up 0.2-pct
1529,2012-04-11,Sri Lanka shares end up 0.6-pct
1530,2012-04-10,Sri Lanka shares becalmed
1531,2012-04-09,Sri Lanka shares end down 0.2-pct
1532,2012-04-05,Sri Lanka stocks close up 0.4-pct
1533,2012-04-04,"Sri Lanka stock close marginally lower, rupee stronger"
1534,2012-03-30,Sri Lanka shares end up 0.4-pct
1535,2012-03-29,Sri Lanka shares becalmed
1536,2012-03-28,Sri Lanka shares end down 0.2-pct
1537,2012-03-26,Sri Lanka shares end up 0.4-pct
1538,2012-03-23,Sri Lanka shares end up 1.4-pct
1539,2012-03-21,Sri Lanka shares end down 0.6-pct
1540,2012-03-20,Sri Lanka shares end down 0.7-pct
1541,2012-03-19,Sri Lanka shares becalmed despite big deals
1542,2012-03-16,Sri Lanka stocks end up 0.9-pct
1543,2012-03-15,"Sri Lanka stocks close down 0.4-pct, rupee in new low"
1544,2012-03-14,"Sri Lanka stocks close flat, rupee weaker"
1545,2012-03-12,Sri Lanka stocks close 0.6-pct lower
1546,2012-03-05,"Sri Lanka stocks flat, bond yields higher"
1547,2012-03-02,Sri Lanka shares end down 0.2-pct
1548,2012-03-01,Sri Lanka shares end up 0.2-pct
1549,2012-02-29,Sri Lanka stocks close up 0.4-pct
1550,2012-02-28,Sri Lanka shares end down 0.8-pct
1551,2012-02-27,Sri Lanka shares end down 1.6-pct
1552,2012-02-24,Sri Lanka shares end up 1.0-pct
1553,2012-02-21,Sri Lanka shares end up 0.4-pct
1554,2012-02-17,Sri Lanka shares end marginally higher
1555,2012-02-16,Sri Lanka shares end up five percent
1556,2012-02-15,Sri Lanka shares end up 0.3-pct
1557,2012-02-14,Sri Lanka shares end down 3.4-pct
1558,2012-02-13,Sri Lanka shares end down 2.2-pct
1559,2012-02-09,Sri Lanka shares end down 2.3-pct
1560,2012-02-08,Sri Lanka shares end down 2.1-pct
1561,2012-02-06,Sri Lanka shares end down 0.5-pct
1562,2012-02-03,Sri Lanka shares end down 0.3-pct
1563,2012-02-02,Sri Lanka shares end down 1.4-pct
1564,2012-02-01,Sri Lanka shares end down 0.2-pct
1565,2012-01-31,Sri Lanka shares end down 1.1-pct
1566,2012-01-30,Sri Lanka shares close up 0.5-pct
1567,2012-01-27,Sri Lanka shares end up 2.4-pct
1568,2012-01-26,Sri Lanka stocks recover losses
1569,2012-01-25,Sri Lanka stocks closed up 0.3-pct
1570,2012-01-24,Sri Lanka shares plunge 2.2-pct
1571,2012-01-23,Sri Lanka shares plunge 02-pct
1572,2012-01-20,Sri Lanka shares end down
1573,2012-01-19,Sri Lanka shares end down one-pct
1574,2012-01-18,Sri Lankan shares slump 1.3-pct
1575,2012-01-17,Sri Lanka shares slump despite more broker credit
1576,2012-01-13,Sri Lanka stocks end down 0.2-pct
1577,2012-01-12,Sri Lanka stocks up on credit hopes
1578,2012-01-11,Sri Lanka stocks close slightly firmer
1579,2012-01-10,Sri Lanka stocks fall 0.2-pct
1580,2012-01-09,Sri Lanka stocks fall almost one percent
1581,2012-01-06,Sri Lanka stocks close 0.2-pct weaker
1582,2012-01-05,Sri Lanka stock close 0.5-pct lower
1583,2012-01-04,Sri Lanka stocks close 1.04-pct lower
1584,2012-01-03,Sri Lanka stocks close 0.7-pct weaker
1585,2012-01-02,Sri Lanka stocks up slightly
1586,2011-12-30,Sri Lanka stocks close down 0.3-pct
1587,2011-12-29,Sri Lanka stocks close down
1588,2011-12-28,Sri Lanka stocks close up 1.3-pct
1589,2011-12-27,Sri Lanka stocks close up 0.5-pct
1590,2011-12-23,Sri Lanka stocks close up one percent
1591,2011-12-22,Sri Lanka stocks close up 1.3-pct
1592,2011-12-21,Sri Lanka stocks close down 0.16-pct
1593,2011-12-20,Sri Lanka stocks close down 0.2-pct
1594,2011-12-19,Sri Lanka stocks down 25-pct from peak
1595,2011-12-16,Sri Lanka stocks slide 0.8-pct
1596,2011-12-15,Sri Lanka stocks end down 0.2-pct
1597,2011-12-14,Sri Lanka stocks close 0.7-pct
1598,2011-12-13,Sri Lanka stocks end up 0.5-pct
1599,2011-12-12,Sri Lanka stocks slip 0.5-pct
1600,2011-12-09,Sri Lanka stocks end down 0.5-pct
1601,2011-12-08,Sri Lanka stocks flat
1602,2011-12-07,Sri Lanka stocks end up 0.7-pct
1603,2011-12-06,Sri Lanka stocks becalmed
1604,2011-12-05,Sri Lanka stocks close 1.5-pct lower
1605,2011-12-02,Sri Lanka stocks end down 0.9-pct
1606,2011-12-01,Sri Lanka stocks end up 0.9-pct
1607,2011-11-30,Sri Lanka stocks up 1.0-pct on credit speculation
1608,2011-11-29,Sri Lanka stocks rally loses steam
1609,2011-11-28,Sri Lanka stocks end up 3.6-pct
1610,2011-11-25,Sri Lanka stocks end down one-pct
1611,2011-11-24,"Sri Lanka stocks plunge, rates up"
1612,2011-11-23,Sri Lanka stocks end down 0.4-pct
1613,2011-11-22,Sri Lanka stocks end down almost one pct
1614,2011-11-21,Sri Lanka stocks end down 0.3-pct
1615,2011-11-18,Sri Lanka stocks end up 0.8-pct
1616,2011-11-17,Sri Lanka stocks end up 1.2-pct
1617,2011-11-16,Sri Lanka stocks extend losses
1618,2011-11-15,Sri Lanka stocks plunge 2.3-pct
1619,2011-11-14,Sri Lanka stocks end down 1.5-pct
